NHÂN VIÊN KỸ THUẬT,CÔNG TY CP XÂY LẮP III PETROLIMEX,07/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
FRONT-END DEVELOPER,Công ty TNHH Simpson Strong-tie Việt Nam,14/05/2021,Trên 20 triệu,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
REACT NATIVE DEVELOPER,CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH,07/07/2021,12-50 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
TESTER,Công ty TNHH CMC GLOBAL,07/06/2021,Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
PHÂN TÍCH NGHIỆP VỤ,CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK,22/06/2021,15-35 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
THIẾT KẾ ĐỒ HOẠ,CÔNG TY TNHH BÌNH VIỆT ĐỨC,06/07/2021,10-13 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
BRSE,Nissho Electronics Việt Nam,06/07/2021,Tới 40 triệu,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
BUSINESS ANALYST,Công ty cổ phần công nghệ ATO,06/07/2021,12-15 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
CHI NHÁNH CÔNG TY TNHH DỊCH VỤ GREATING FORTUNE CONTAINER HCM TẠI ĐÀ NẴNG,06/06/2021,Trên 6 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Đà Nẵng,
LARAVEL,CÔNG TY TNHH TECHY VIỆT NAM,06/06/2021,Trên 8 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
TESTER,Nexus FrontierTech Vietnam,06/06/2021,7-9 triệu,Toàn thời gian,4 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
SEO,"Vietnhien Industries Food Co., Ltd",09/06/2021,Trên 15 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Nữ,Hồ Chí Minh
DEVELOPER,Công ty Cổ phần Masscom Việt Nam,16/05/2021,17-22 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
CHUYÊN VIÊN MARKETING,Công ty TNHH Giải pháp mùi hương Eco Life Việt Nam,08/06/2021,Trên 8 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
BUSINESS ANALYST,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,13/06/2021,10-23 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Nữ,Hà Nội
Công ty cổ phần Công nghệ Haravan,15/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
FRONTEND DEVELOPER,Clevai Pte.Ltd,06/06/2021,Tới 39 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
Công ty Cổ phần Phát triển Công nghệ Thương mại và Du lịch (Tripi.vn),20/05/2021,6-15 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
JAVA,Nissho Electronics Việt Nam,06/07/2021,Tới 35 triệu,Toàn thời gian,3 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
Công ty dược phẩm Tân Quang,12/05/2021,10-15 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
PYTHON,Nissho Electronics Việt Nam,06/07/2021,Tới 35 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
CÔNG TY TNHH BÌNH VIỆT ĐỨC,12/07/2021,15-20 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh,
DEVELOPER,TMA Solutions,01/07/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
NHÂN VIÊN KINH DOANH,K-Group Vietnam,05/07/2021,Thoả thuận,Toàn thời gian,4 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN KINH DOANH,Công TNHH TM và DV AN HÒA TECH,05/06/2021,Thoả thuận,Toàn thời gian,4 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
UI/UX DESIGNER,Công ty Cổ Phần Base Enterprise,05/06/2021,12-18 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
SOFTWARE ENGINEER,FPT Software,05/06/2021,Thoả thuận,Toàn thời gian,10 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN KIỂM THỬ PHẦN MỀM,Công ty cổ phần mạng lưới Starify,05/07/2021,8-15 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Cầu Giấy
TESTER,Công ty TNHH Thương mại và Dịch vụ TSG,30/06/2021,8-16 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH PHP,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,05/07/2021,8-18 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
DEVELOPER,AvePoint Việt Nam,05/07/2021,Thoả thuận,Toàn thời gian,30 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN PHP,VC Corp,05/07/2021,12-25 triệu,Toàn thời gian,Không giới hạn,Nhân viên,2 năm,Không yêu cầu,Hà Nội
DEVELOPER,VC Corp,05/07/2021,9-25 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
TPS Software,04/06/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,5 năm,Không yêu cầu,Hồ Chí Minh,
THỰC TẬP SINH,Công ty TNHH Thương Mại và Dịch Vụ Wowland Group,05/07/2021,2-3 triệu,Bán thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
DIGITAL MARKETING,K-Group Vietnam,05/07/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
BUSINESS ANALYST,Doctor4U,05/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
GIÁO VIÊN,CÔNG TY CP CÔNG NGHỆ KHANG PHÚC,29/05/2021,8-11 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
DEVELOPER,Công ty cổ phần Jellyfish Education,14/05/2021,15-25 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
APATO Việt Nam,12/06/2021,6-10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội,
THỰC TẬP SINH,Công ty TNHH Thương Mại và Dịch Vụ Wowland Group,05/07/2021,Thoả thuận,Thực tập,3 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
UI/UX,Công ty cổ phần mạng lưới Starify,05/07/2021,10-20 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Cầu Giấy
NHÂN VIÊN SEO,CÔNG TY TNHH PHAT TRIỂN CÔNG NGHỆ TD VIỆT NAM,05/07/2021,7-9 triệu,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
TESTER,Công ty TNHH Tripath Việt Nam,22/05/2021,Trên 8 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
DIGITAL MARKETING,Công ty TNHH Dịch vụ công nghệ TP,05/06/2021, 20-26 triệu,Toàn thời gian,3 người,Trưởng nhóm,3 năm,Không yêu cầu,Hà Nội
SEO,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ TÀI CHÍNH ONCREDIT,17/06/2021,15-20 triệu,Toàn thời gian,2 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
TƯ VẤN BÁN HÀNG,Công ty Cổ phần Grabcall Việt Nam,04/06/2021,6-20 triệu,Toàn thời gian,10 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
DESIGNER,Công ty TNHH Viễn Bằng,12/05/2021,12-15 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
BUSINESS ANALYST,ATALINK TECHNOLOGY JOINT STOCK COMPANY,03/06/2021,Trên 2 triệu,Toàn thời gian,3 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
Vietnamnet I-com,04/07/2021,6-10 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội,
NHÂN VIÊN KINH DOANH,Công ty TNHH WDW,15/05/2021,15-20 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Vĩnh Phúc
Công ty Cổ phần VCCorp,04/06/2021,15-21 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Thanh Xuân,
LẬP TRÌNH VIÊN JAVA,CÔNG TY TNHH MIAGI SOLUTION,07/06/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
REACTJS,CÔNG TY TNHH MIAGI SOLUTION,"1/05/2021
",Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN JAVA,Công ty TNHH truyền thông và dịch vụ BTF,04/07/2021,10-15 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Thái Nguyên
TESTER,AvePoint Việt Nam,04/07/2021,Thoả thuận,Toàn thời gian,30 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
REACT NATIVE,Doctor4U,05/06/2021,Thoả thuận,Bán thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
REACT NATIVE DEVELOPER,Doctor4U,04/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN REACT NATIVE,Công ty CP MindBank Group,20/05/2021,16-25 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Trung tâm Tư Vấn - Dịch Vụ và Cung Ứng Học Liệu,30/06/2021,87-99 triệu,Toàn thời gian,2 người,Quản lý / Giám sát,3 năm,Không yêu cầu,Hà Nội,
Trung tâm Tư Vấn - Dịch Vụ và Cung Ứng Học Liệu,04/06/2021,86-99 triệu,Toàn thời gian,10 người,Trưởng nhóm,3 năm,Không yêu cầu,Hà Nội,
AI ENGINEER,TMA Solutions,01/07/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
DEVELOPER,TMA Solutions,01/07/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
TESTER,Công ty TNHH Solazu,16/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
APATO Việt Nam,16/08/2021, 6-8 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
ANGULAR,PTN Global,01/07/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Cần Thơ
NHÂN VIÊN KINH DOANH,Công Ty TNHH Giải Pháp Số Expro Việt Nam,01/07/2021,8-20 triệu,Toàn thời gian,10 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
PHP,Newwave Solutions JSC,16/06/2021,Tới 25 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
JAVA,Newwave Solutions JSC,26/06/2021,Tới 25 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
NODEJS,Công ty TNHH SETA international Việt Nam,28/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
TESTER,Công ty TNHH SETA international Việt Nam,28/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
TESTER,May Sunshine Co. Ltd.,01/06/2021,Tới 18 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
FRONTEND DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,"Tới 2 triệu
",Thực tập,6 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội,
BACKEND DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 2 triệu,Thực tập,6 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK,"2/06/2021
",Tới 35 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hà Nội
CONTENT MARKETING,Công ty cổ phần panoma Việt Nam,31/05/2021,6-10 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
FRONT-END DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO ALTISSS,31/05/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hồ Chí Minh
PHÂN TÍCH NGHIỆP VỤ,Công ty TNHH VKX,16/06/2021,12-20 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
Công ty TNHH MTV Propzy Việt Nam,30/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh,
DEVOPS ENGINEER,Công ty TNHH MTV Propzy Việt Nam,30/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
MARKETING,APATO Việt Nam,16/08/2021,7-10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
CUSTOMER SERVICE,APATO Việt Nam,17/06/2021,7-10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
APATO Việt Nam,12/06/2021,6-10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội,
APATO Việt Nam,12/06/2021,6-10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội,
APATO Việt Nam,31/05/2021,7-10 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội,
MeU Solutions,31/05/2021,Tới 2 triệu,Toàn thời gian,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hồ Chí Minh,
CÔNG TY TNHH MTV SNAPTEC,31/05/2021,Tới 17 triệu,Toàn thời gian,2 người,Trưởng nhóm,1 năm,Không yêu cầu,Đà Nẵng,
DEVOPS ENGINEER,CÔNG TY TNHH MTV SNAPTEC,31/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
MARKETING ONLINE,CÔNG TY CỔ PHẦN VĂN HÓA NHÂN VĂN,30/06/2021,Trên 8 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
DESIGNER,CÔNG TY CỔ PHẦN VĂN HÓA NHÂN VĂN,30/06/2021,Trên 8 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
DEVELOPER,Công ty Cổ phần 9Pay,30/06/2021,Tới 30 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
DEVOPS,Công ty Cổ phần 9Pay,30/06/2021,Tới 30 triệu,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
REACTJS,Công ty TNHH Phần mềm DTS Việt Nam,31/05/2021,Tới 30 triệu,Toàn thời gian,20 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN SỰ,Công ty TNHH Relipa,19/05/2021,Tới 10 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Viettel Digital,29/06/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
GIÁO VIÊN,Công ty Cổ phần Đầu tư Chuỗi Sáng Tạo,31/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
PHÂN TÍCH DỮ LIỆU,Công ty cổ phần Citics,07/06/2021,Thoả thuận,Toàn thời gian,3 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
CÔNG TY CỔ PHẦN CÔNG NGHỆ ĐẠI TRÂN GIA,29/06/2021,12-17 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Nam,Hồ Chí Minh,
NHÂN VIÊN KINH DOANH,CÔNG TY CỔ PHẦN CÔNG NGHỆ ĐẠI TRÂN GIA,29/06/2021,7-30 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
BACKEND DEVELOPER,Nexus FrontierTech Vietnam,"0/05/2021
",Tới 36 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
Công ty Cổ phần dịch vụ kỹ thuật Bảo An,30/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hải Phòng,
IOS DEVELOPER,Công Ty TNHH Thương Mại Và Công Nghệ Home IQ,29/06/2021,10-25 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG,Công ty cổ phần Foodhub Việt Nam,30/05/2021,Tới 10 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Công ty truyền thông và đào tạo D2C,30/05/2021,8-20 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Đồng Nai,
NHÂN VIÊN KINH DOANH,GIA PHƯƠNG COMPUTER,20/06/2021,Thoả thuận,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
MOBILE DEVELOPER,Công ty TNHH giải pháp phần mềm BLACKWIND,27/05/2021,Tới 40 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
TESTER,Công ty TNHH giải pháp phần mềm BLACKWIND,30/05/2021,9-12 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
LẬP TRÌNH VIÊN,CÔNG TY CỔ PHẦN ĐẦU TƯ BIT GROUP,30/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
JAVA DEVELOPER,CÔNG TY CỔ PHẦN CQ TDT ASIA,29/05/2021,Tới 2 triệu,Thực tập,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
JAVA DEVELOPER,TMA Solutions,28/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
FULL STACK DEVELOPER,TMA Solutions,28/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
THỰC TẬP SINH,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VŨ GIA ANH,28/06/2021,Thoả thuận,Toàn thời gian,5 người,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
DEVELOPER,TMA Solutions,28/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
CÔNG TY TNHH P.A VIỆT NAM,"1/05/2021
",Tới 20 triệu,Toàn thời gian,Không giới hạn,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh,
TEST ENGINEER,TMA Solutions,28/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
JAVA DEVELOPER,TMA Solutions,28/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
TESTER,TMA Solutions,28/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
TESTER,TMA Solutions,28/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định
TMA Solutions,28/06/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Bình Định,
NHÂN VIÊN KINH DOANH,Hoàng Nguyên,28/06/2021,Trên 8 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
DEVELOPER,Hiko Solution,29/05/2021,Trên 23 triệu,Toàn thời gian,8 người,Nhân viên,2 năm,Không yêu cầu,Hồ Chí Minh
REACTJS,Công ty TNHH AgileTech Việt Nam,27/05/2021,Tới 30 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
Trung Tâm Tin Học Võ Nguyễn,31/05/2021,Thoả thuận,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Hồ Chí Minh,
LẬP TRÌNH VIÊN,Công ty cổ phần công nghệ đa nền tảng vico,28/06/2021,8-15 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
JAVA,Cty Cổ phần Blueco toàn cầu,12/06/2021,Tới 35 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
THỰC TẬP SINH,Công ty cổ phần dịch vụ và tư vấn CF,29/06/2021,"Trên 2 triệu
",Bán thời gian,Không giới hạn,Thực tập sinh,Không yêu cầu,Không yêu cầu,Hà Nội
IOS DEVELOPER,Công ty TNHH Neolab Việt Nam,"9/05/2021
",7-8 triệu,Toàn thời gian,5 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Đà Nẵng
IOS DEVELOPER,Công ty TNHH Neolab Việt Nam,18/06/2021,14-35 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Đà Nẵng
PHP DEVELOPER,Công ty TNHH Neolab Việt Nam,29/05/2021,Thoả thuận,Toàn thời gian,10 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Đà Nẵng
MARKETING EXECUTIVE,BSS Group,29/05/2021,Tới 23 triệu,Toàn thời gian,1 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG,Công ty TNHH TM DV NiNa,28/05/2021,Trên 6 triệu,Toàn thời gian,Không giới hạn,Nhân viên,Không yêu cầu,Không yêu cầu,Hồ Chí Minh
DIGITAL MARKETING,Loka Space,28/05/2021,Tới 15 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
MOBILE DEVELOPER,Công ty TNHH thương mại K&K Toàn Cầu,01/06/2021,20-30 triệu,Toàn thời gian,1 người,Nhân viên,3 năm,Không yêu cầu,Hà Nội
Công ty cổ phần Nextgen Việt Nam,12/06/2021,Tới 40 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội,
GAME ARTIST,Công ty Cổ phần Skynet Việt Nam,27/06/2021,10-20 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
GAME DESIGNER,Công ty Cổ phần Skynet Việt Nam,"7/06/2021
",10-25 triệu,Toàn thời gian,3 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
CHUYÊN VIÊN MARKETING,Công ty Cổ phần Đầu tư Kenli,19/05/2021,10-30 triệu,Toàn thời gian,5 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
PROJECT MANAGER,FPT Software,31/05/2021,Thoả thuận,Toàn thời gian,Không giới hạn,Nhân viên,3 năm,Không yêu cầu,Hồ Chí Minh
TESTER,Công ty Cổ phần Quảng cáo FPT Adtrue,24/06/2021,5-15 triệu,Toàn thời gian,3 người,Nhân viên,Dưới 1 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN MARKETING,BOC,24/06/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hải Phòng
LẬP TRÌNH VIÊN,"Văn phòng đại diện Cazoodle, Inc tại thành phố Hà Nội",25/05/2021,16-25 triệu,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
"Văn phòng đại diện Cazoodle, Inc tại thành phố Hà Nội",25/05/2021,Thoả thuận,Toàn thời gian,1 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội,
BACKEND DEVELOPER,Hamsa Technologies,"0/06/2021
",Tới 20 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
IOS,Công ty TNHH AgileTech Việt Nam,27/05/2021,Tới 30 triệu,Toàn thời gian,1 người,Nhân viên,1 năm,Không yêu cầu,Hà Nội
TRƯỞNG NHÓM KINH DOANH,Công ty Cổ phần Workway,31/05/2021,9-12 triệu,Toàn thời gian,3 người,Trưởng nhóm,1 năm,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN MARKETING,CÔNG TY TNHH TM & DV QUỐC TẾ HOÀNG THỊNH PHÁT,29/05/2021,Trên 8 triệu,Toàn thời gian,5 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
MARKETING ONLINE,Công ty cổ phần Truyền thông và thương mại NQA Việt Nam,23/06/2021,8-20 triệu,Toàn thời gian,2 người,Nhân viên,Dưới 1 năm,Nam,Hà Nội
AI ENGINEER,"Toshiba Software Development (Vietnam) Co., Ltd.",24/05/2021,Tới 30 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Không yêu cầu,Hà Nội
PHÂN TÍCH NGHIỆP VỤ,Công ty Cổ phần Truyền thông IRIS,23/06/2021,15-20 triệu,Toàn thời gian,2 người,Nhân viên,2 năm,Không yêu cầu,Hà Nội
NHÂN VIÊN KỸ THUẬT,Công Ty TNHH CN Toàn Cầu Việt,23/06/2021,6-10 triệu,Toàn thời gian,2 người,Nhân viên,Không yêu cầu,Nam,Hồ Chí Minh
PROJECT MANAGER,Successsoftware,23/06/2021,50-60 triệu,Toàn thời gian,3 người,Trưởng nhóm,3 năm,Không yêu cầu,Hồ Chí Minh
NHÂN VIÊN IT,Công ty TNHH Thương mại và Dịch vụ TSG,23/06/2021,7-10 triệu,Toàn thời gian,3 người,Nhân viên,1 năm,Không yêu cầu,Hồ Chí Minh
